O*NET-SOC Code;Title;Example;Commodity Code;Commodity Title
37-2012.00;Maids and Housekeeping Cleaners;Household washers;47111502;Laundry type washing machines
37-2012.00;Maids and Housekeeping Cleaners;Housekeeping carts;24101506;Pushcarts
37-2012.00;Maids and Housekeeping Cleaners;Industrial clothes dryers;47111503;Clothes dryers
37-2012.00;Maids and Housekeeping Cleaners;Industrial sewing machines;23121614;Sewing machines
37-2012.00;Maids and Housekeeping Cleaners;Industrial vacuum cleaners;47121602;Vacuum cleaners
37-2012.00;Maids and Housekeeping Cleaners;Light commercial washing machines;47111502;Laundry type washing machines
37-2012.00;Maids and Housekeeping Cleaners;Mop wringers;47121806;Mop wringer
37-2012.00;Maids and Housekeeping Cleaners;Multi-line telephone systems;43191507;Special purpose telephones
37-2012.00;Maids and Housekeeping Cleaners;Personal computers;43211508;Personal computers
37-2012.00;Maids and Housekeeping Cleaners;Power floor buffers;47121603;Floor polishers
37-2012.00;Maids and Housekeeping Cleaners;Pressure washers;47121805;Pressure or steam cleaners
37-2012.00;Maids and Housekeeping Cleaners;Protective face shields;46181702;Facial shields
37-2012.00;Maids and Housekeeping Cleaners;Push brooms;47131604;Brooms
37-2012.00;Maids and Housekeeping Cleaners;Safety blades;27111502;Razor knives
37-2012.00;Maids and Housekeeping Cleaners;Safety goggles;46181804;Goggles
37-2012.00;Maids and Housekeeping Cleaners;Scouring pads;47131602;Scouring pads
37-2012.00;Maids and Housekeeping Cleaners;Sponges;47131603;Sponges
37-2012.00;Maids and Housekeeping Cleaners;Spray bottles;27112903;Hand sprayers
37-2012.00;Maids and Housekeeping Cleaners;Squeegees;47121803;Squeegees or washers
37-2012.00;Maids and Housekeeping Cleaners;Standing HEPA vacuums;47121602;Vacuum cleaners
37-2012.00;Maids and Housekeeping Cleaners;Steam pressers;47111603;Steam pressing machines
37-2012.00;Maids and Housekeeping Cleaners;Steam-operated sterilizers;42281508;Steam autoclaves or sterilizers
37-2012.00;Maids and Housekeeping Cleaners;Step ladders;30191501;Ladders
37-2012.00;Maids and Housekeeping Cleaners;Tile brushes;47131605;Cleaning brushes
37-2012.00;Maids and Housekeeping Cleaners;Toilet brushes;47131608;Toilet brushes
37-2012.00;Maids and Housekeeping Cleaners;Trash bags;47121701;Trash bags
37-2012.00;Maids and Housekeeping Cleaners;Vinyl gloves;46181504;Protective gloves
37-2012.00;Maids and Housekeeping Cleaners;Washer extractors;47111502;Laundry type washing machines
37-2012.00;Maids and Housekeeping Cleaners;Wet mops;47131618;Wet mops
37-2012.00;Maids and Housekeeping Cleaners;Wet-dry vacuums;47121604;Wet or dry combination vacuum cleaners
37-2012.00;Maids and Housekeeping Cleaners;Work scrubs;42131608;Medical staff scrubs
37-2021.00;Pest Control Workers;Adjustable hand wrenches;27111707;Adjustable wrenches
37-2021.00;Pest Control Workers;Bait stations;10191701;Animal control traps
37-2021.00;Pest Control Workers;Bellows dusters;21101802;Dusters
37-2021.00;Pest Control Workers;Brooms;47131604;Brooms
37-2021.00;Pest Control Workers;Bulb dusters;21101802;Dusters
37-2021.00;Pest Control Workers;Chemical-resistant footwear;46181602;Hazardous material protective footwear
37-2021.00;Pest Control Workers;Chemical-resistant suits;46181509;Hazardous material protective apparel
37-2021.00;Pest Control Workers;Claw hammers;27111618;Claw hammer
37-2021.00;Pest Control Workers;Cold foggers;21101805;Fog or mist generators
37-2021.00;Pest Control Workers;Copy machines;44101501;Photocopiers
37-2021.00;Pest Control Workers;Digital still cameras;45121504;Digital cameras
37-2021.00;Pest Control Workers;Electric drills;27112703;Power drills
37-2021.00;Pest Control Workers;Flathead shovels;27112004;Shovels
37-2021.00;Pest Control Workers;Garden rakes;27112003;Rakes
37-2021.00;Pest Control Workers;Gasoline powered generators;26111604;Gas generators
37-2021.00;Pest Control Workers;Handheld calculators;44101807;Pocket calculator
37-2021.00;Pest Control Workers;Handheld compressed air sprayers;27112903;Hand sprayers
37-2021.00;Pest Control Workers;Handheld pesticide sprayers;27112903;Hand sprayers
37-2021.00;Pest Control Workers;Laptop computers;43211503;Notebook computers
37-2021.00;Pest Control Workers;Laser facsimile machines;44101508;Laser fax machine
37-2021.00;Pest Control Workers;Mechanical animal traps;10191701;Animal control traps
37-2021.00;Pest Control Workers;Mobile radios;43191510;Two way radios
37-2021.00;Pest Control Workers;Pesticide agitators;47101512;Mixers or agitators
37-2021.00;Pest Control Workers;Pesticide tanks;24111805;Chemical tanks
37-2021.00;Pest Control Workers;Pneumatic hammers;27131504;Pneumatic hammer
37-2021.00;Pest Control Workers;Portable vacuums;47121602;Vacuum cleaners
37-2021.00;Pest Control Workers;Power dusters;21101802;Dusters
37-2021.00;Pest Control Workers;Protective gloves;46181541;Chemical resistant gloves
37-2021.00;Pest Control Workers;Protective head coverings;46181710;Protective hood
37-2021.00;Pest Control Workers;Protective respirators;46182002;Respirators
37-2021.00;Pest Control Workers;Safety goggles;46181804;Goggles
37-2021.00;Pest Control Workers;Snap traps;10191701;Animal control traps
37-2021.00;Pest Control Workers;Thermal foggers;21101805;Fog or mist generators
37-2021.00;Pest Control Workers;Ultra low volume ULV sprayers;21101801;Sprayers
37-2021.00;Pest Control Workers;Utility screwdrivers;27111701;Screwdrivers
37-2021.00;Pest Control Workers;Vise grip pliers;27112115;Locking pliers
37-2021.00;Pest Control Workers;Wet mops;47131618;Wet mops
37-2021.00;Pest Control Workers;Work trucks;25101507;Light trucks or sport utility vehicles
37-3011.00;Landscaping and Groundskeeping Workers;Adjustable widemouth pliers;27112107;Adjustable widemouth pliers
37-3011.00;Landscaping and Groundskeeping Workers;Adjustable wrenches;27111707;Adjustable wrenches
37-3011.00;Landscaping and Groundskeeping Workers;Aerial lift trucks;24101624;Hydraulic truck cranes
37-3011.00;Landscaping and Groundskeeping Workers;Arena rakes;27112003;Rakes
37-3011.00;Landscaping and Groundskeeping Workers;Artificial turf groomers;27112003;Rakes
37-3011.00;Landscaping and Groundskeeping Workers;Axes;27112005;Axes
37-3011.00;Landscaping and Groundskeeping Workers;Backhoes;22101509;Backhoes
37-3011.00;Landscaping and Groundskeeping Workers;Backpack blowers;27112701;Power blowers
37-3011.00;Landscaping and Groundskeeping Workers;Backpack pump sprayers;27112903;Hand sprayers
37-3011.00;Landscaping and Groundskeeping Workers;Box blades;21101506;Graders or land levelers
37-3011.00;Landscaping and Groundskeeping Workers;Brush trimmers;21101504;Weeders
37-3011.00;Landscaping and Groundskeeping Workers;Bucket loaders;22101528;Wheel loaders
37-3011.00;Landscaping and Groundskeeping Workers;Bunker rakes;21101506;Graders or land levelers
37-3011.00;Landscaping and Groundskeeping Workers;Cargo trucks;25101611;Cargo trucks
37-3011.00;Landscaping and Groundskeeping Workers;Chain saws;27112709;Power saws
37-3011.00;Landscaping and Groundskeeping Workers;Concrete mixers;22101901;Concrete mixers or plants
37-3011.00;Landscaping and Groundskeeping Workers;Cultivators;21101503;Cultivators
37-3011.00;Landscaping and Groundskeeping Workers;Digital soil thermometers;41112213;Handheld thermometer
37-3011.00;Landscaping and Groundskeeping Workers;Dirt shovels;27112004;Shovels
37-3011.00;Landscaping and Groundskeeping Workers;Drag brooms;22101513;Draglines
37-3011.00;Landscaping and Groundskeeping Workers;Drag leveling bars;22101513;Draglines
37-3011.00;Landscaping and Groundskeeping Workers;Drag mats;22101513;Draglines
37-3011.00;Landscaping and Groundskeeping Workers;Drag spikers;22101513;Draglines
37-3011.00;Landscaping and Groundskeeping Workers;Drawn box scrapers;21101506;Graders or land levelers
37-3011.00;Landscaping and Groundskeeping Workers;Dump trucks;25101601;Dump trucks
37-3011.00;Landscaping and Groundskeeping Workers;Electrical cord reels;26121635;Cable reels
37-3011.00;Landscaping and Groundskeeping Workers;Extension ladders;30191501;Ladders
37-3011.00;Landscaping and Groundskeeping Workers;Fertilizer spreaders;21101804;Fertilizer spreaders or distributors
37-3011.00;Landscaping and Groundskeeping Workers;Field layout systems;27111801;Tape measures
37-3011.00;Landscaping and Groundskeeping Workers;Field painting stencils;44111801;Stencils or lettering aids
37-3011.00;Landscaping and Groundskeeping Workers;Flail mowers;27112014;Lawnmowers
37-3011.00;Landscaping and Groundskeeping Workers;Flexible chain-link harrows;21101502;Harrows
37-3011.00;Landscaping and Groundskeeping Workers;Forklifts;24101603;Forklifts
37-3011.00;Landscaping and Groundskeeping Workers;Front end loaders;22101501;Front end loaders
37-3011.00;Landscaping and Groundskeeping Workers;Gas generators;26111604;Gas generators
37-3011.00;Landscaping and Groundskeeping Workers;Gas welders;23271707;Gas welding or brazing or cutting apparatus
37-3011.00;Landscaping and Groundskeeping Workers;Greens mowers;27112014;Lawnmowers
37-3011.00;Landscaping and Groundskeeping Workers;Ground picks;27111605;Picks
37-3011.00;Landscaping and Groundskeeping Workers;Ground tarps;24141506;Tarpaulins
37-3011.00;Landscaping and Groundskeeping Workers;Hammer drills;27112703;Power drills
37-3011.00;Landscaping and Groundskeeping Workers;Hammers;27111602;Hammers
37-3011.00;Landscaping and Groundskeeping Workers;Hand spreaders;21101804;Fertilizer spreaders or distributors
37-3011.00;Landscaping and Groundskeeping Workers;Handheld power drills;27112703;Power drills
37-3011.00;Landscaping and Groundskeeping Workers;Handsaws;27111508;Saws
37-3011.00;Landscaping and Groundskeeping Workers;Hedge shears;27112016;Hedge clippers
37-3011.00;Landscaping and Groundskeeping Workers;Hedge trimmers;27112016;Hedge clippers
37-3011.00;Landscaping and Groundskeeping Workers;Hex pluggers;41113909;Soil core sampling apparatus
37-3011.00;Landscaping and Groundskeeping Workers;Hoes;27112008;Hoes
37-3011.00;Landscaping and Groundskeeping Workers;Hydraulic booms;24101624;Hydraulic truck cranes
37-3011.00;Landscaping and Groundskeeping Workers;Hydrostatic mowers;27112014;Lawnmowers
37-3011.00;Landscaping and Groundskeeping Workers;Infield grooming rakes;27112003;Rakes
37-3011.00;Landscaping and Groundskeeping Workers;Iron rakes;27112003;Rakes
37-3011.00;Landscaping and Groundskeeping Workers;Knife sharpeners;23131503;Grinding wheels
37-3011.00;Landscaping and Groundskeeping Workers;Ladders;30191501;Ladders
37-3011.00;Landscaping and Groundskeeping Workers;Land levelers;21101506;Graders or land levelers
37-3011.00;Landscaping and Groundskeeping Workers;Land planes;21101506;Graders or land levelers
37-3011.00;Landscaping and Groundskeeping Workers;Landscape rakes;21101506;Graders or land levelers
37-3011.00;Landscaping and Groundskeeping Workers;Leaf blowers;27112701;Power blowers
37-3011.00;Landscaping and Groundskeeping Workers;Leaf rakes;27112003;Rakes
37-3011.00;Landscaping and Groundskeeping Workers;Leaf-grinding machines;27112715;Power chippers
37-3011.00;Landscaping and Groundskeeping Workers;Line trimmers;27112712;Power trimmers
37-3011.00;Landscaping and Groundskeeping Workers;Loppers;27112007;Secateurs or pruning shears
37-3011.00;Landscaping and Groundskeeping Workers;Manual mowers;27112014;Lawnmowers
37-3011.00;Landscaping and Groundskeeping Workers;Measuring tapes;27111801;Tape measures
37-3011.00;Landscaping and Groundskeeping Workers;Measuring wheels;41111616;Measuring wheels for distance
37-3011.00;Landscaping and Groundskeeping Workers;Mound slope gauges;27111802;Levels
37-3011.00;Landscaping and Groundskeeping Workers;Mulching forks;27112010;Garden forks
37-3011.00;Landscaping and Groundskeeping Workers;Nail drags;22101513;Draglines
37-3011.00;Landscaping and Groundskeeping Workers;Oetiker clamps;31162901;Ear clamps
37-3011.00;Landscaping and Groundskeeping Workers;Overseed enhancing tools;21101607;Seeder attachment
37-3011.00;Landscaping and Groundskeeping Workers;Paint sprayguns;31211908;Paint sprayers
37-3011.00;Landscaping and Groundskeeping Workers;Pallet trucks;24101505;Pallet trucks
37-3011.00;Landscaping and Groundskeeping Workers;Pick axes;27112005;Axes
37-3011.00;Landscaping and Groundskeeping Workers;Pipe cutters;23241610;Pipe or tube cutter
37-3011.00;Landscaping and Groundskeeping Workers;Plow pan spikers;22101513;Draglines
37-3011.00;Landscaping and Groundskeeping Workers;Pole saws;27111508;Saws
37-3011.00;Landscaping and Groundskeeping Workers;Power drills;27112703;Power drills
37-3011.00;Landscaping and Groundskeeping Workers;Power rakes;21101506;Graders or land levelers
37-3011.00;Landscaping and Groundskeeping Workers;Power saws;27112709;Power saws
37-3011.00;Landscaping and Groundskeeping Workers;Power sweepers;22101619;Scrubbing machines
37-3011.00;Landscaping and Groundskeeping Workers;Precision files;27111944;Precision file
37-3011.00;Landscaping and Groundskeeping Workers;Pressurized sprayers;21101801;Sprayers
37-3011.00;Landscaping and Groundskeeping Workers;Protective ear plugs;46181901;Ear plugs
37-3011.00;Landscaping and Groundskeeping Workers;Pruners;27112007;Secateurs or pruning shears
37-3011.00;Landscaping and Groundskeeping Workers;Pruning saws;21102204;Forestry saws
37-3011.00;Landscaping and Groundskeeping Workers;Puddle pumps;40151510;Water pumps
37-3011.00;Landscaping and Groundskeeping Workers;Push mowers;27112014;Lawnmowers
37-3011.00;Landscaping and Groundskeeping Workers;Rakes;27112003;Rakes
37-3011.00;Landscaping and Groundskeeping Workers;Reversible spike harrows;21101502;Harrows
37-3011.00;Landscaping and Groundskeeping Workers;Riding mowers;27112014;Lawnmowers
37-3011.00;Landscaping and Groundskeeping Workers;Roller squeegees;47121803;Squeegees or washers
37-3011.00;Landscaping and Groundskeeping Workers;Rubber mallets;27111617;Rubber mallet
37-3011.00;Landscaping and Groundskeeping Workers;Safety gloves;46181504;Protective gloves
37-3011.00;Landscaping and Groundskeeping Workers;Safety goggles;46181804;Goggles
37-3011.00;Landscaping and Groundskeeping Workers;Salt spreaders;21101804;Fertilizer spreaders or distributors
37-3011.00;Landscaping and Groundskeeping Workers;Saws;27111508;Saws
37-3011.00;Landscaping and Groundskeeping Workers;Screwdrivers;27111701;Screwdrivers
37-3011.00;Landscaping and Groundskeeping Workers;Scuffle hoes;27112008;Hoes
37-3011.00;Landscaping and Groundskeeping Workers;Shielded arc welding tools;23271409;Shielded metal arc welding or stick welding machine
37-3011.00;Landscaping and Groundskeeping Workers;Shovels;27112004;Shovels
37-3011.00;Landscaping and Groundskeeping Workers;Snow blowers;22101531;Snow blowers
37-3011.00;Landscaping and Groundskeeping Workers;Snow shovels;27112004;Shovels
37-3011.00;Landscaping and Groundskeeping Workers;Snowplow attachments;22101710;Snowplow attachments
37-3011.00;Landscaping and Groundskeeping Workers;Socket wrenches;27111704;Sockets
